Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A10060_001,SE_A10060_002,SE_A10060_003
"25001010900","14000US25001010900","Census Tract 109","Census Tract 109, Barnstable County, Massachusetts","ma","140","00","ACSSF","0000918",,,,,"25","001",,,,"010900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2113,1619,494
"25001011002","14000US25001011002","Census Tract 110.02","Census Tract 110.02, Barnstable County, Massachusetts","ma","140","00","ACSSF","0000919",,,,,"25","001",,,,"011002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1749,1550,199
"25001011100","14000US25001011100","Census Tract 111","Census Tract 111, Barnstable County, Massachusetts","ma","140","00","ACSSF","0000920",,,,,"25","001",,,,"011100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2041,1673,368
"25001011200","14000US25001011200","Census Tract 112","Census Tract 112, Barnstable County, Massachusetts","ma","140","00","ACSSF","0000921",,,,,"25","001",,,,"011200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1643,1378,265
"25001011300","14000US25001011300","Census Tract 113","Census Tract 113, Barnstable County, Massachusetts","ma","140","00","ACSSF","0000922",,,,,"25","001",,,,"011300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1271,1043,228
"25001011400","14000US25001011400","Census Tract 114","Census Tract 114, Barnstable County, Massachusetts","ma","140","00","ACSSF","0000923",,,,,"25","001",,,,"011400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1519,1255,264
"25001011500","14000US25001011500","Census Tract 115","Census Tract 115, Barnstable County, Massachusetts","ma","140","00","ACSSF","0000924",,,,,"25","001",,,,"011500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1662,1149,513
"25001011600","14000US25001011600","Census Tract 116","Census Tract 116, Barnstable County, Massachusetts","ma","140","00","ACSSF","0000925",,,,,"25","001",,,,"011600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1410,874,536
"25001011700","14000US25001011700","Census Tract 117","Census Tract 117, Barnstable County, Massachusetts","ma","140","00","ACSSF","0000926",,,,,"25","001",,,,"011700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,726,274
"25001011801","14000US25001011801","Census Tract 118.01","Census Tract 118.01, Barnstable County, Massachusetts","ma","140","00","ACSSF","0000927",,,,,"25","001",,,,"011801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1296,1193,103
"25001011802","14000US25001011802","Census Tract 118.02","Census Tract 118.02, Barnstable County, Massachusetts","ma","140","00","ACSSF","0000928",,,,,"25","001",,,,"011802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1774,1611,163
"25001012001","14000US25001012001","Census Tract 120.01","Census Tract 120.01, Barnstable County, Massachusetts","ma","140","00","ACSSF","0000929",,,,,"25","001",,,,"012001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2527,2016,511
"25001012002","14000US25001012002","Census Tract 120.02","Census Tract 120.02, Barnstable County, Massachusetts","ma","140","00","ACSSF","0000930",,,,,"25","001",,,,"012002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1308,680,628
"25001012101","14000US25001012101","Census Tract 121.01","Census Tract 121.01, Barnstable County, Massachusetts","ma","140","00","ACSSF","0000931",,,,,"25","001",,,,"012101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2156,1813,343
"25001012102","14000US25001012102","Census Tract 121.02","Census Tract 121.02, Barnstable County, Massachusetts","ma","140","00","ACSSF","0000932",,,,,"25","001",,,,"012102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1454,1022,432
"25001012200","14000US25001012200","Census Tract 122","Census Tract 122, Barnstable County, Massachusetts","ma","140","00","ACSSF","0000933",,,,,"25","001",,,,"012200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1852,1564,288
"25001012502","14000US25001012502","Census Tract 125.02","Census Tract 125.02, Barnstable County, Massachusetts","ma","140","00","ACSSF","0000934",,,,,"25","001",,,,"012502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1514,749,765
"25001012601","14000US25001012601","Census Tract 126.01","Census Tract 126.01, Barnstable County, Massachusetts","ma","140","00","ACSSF","0000935",,,,,"25","001",,,,"012601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1217,908,309
"25001012602","14000US25001012602","Census Tract 126.02","Census Tract 126.02, Barnstable County, Massachusetts","ma","140","00","ACSSF","0000936",,,,,"25","001",,,,"012602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1926,1092,834
"25001012700","14000US25001012700","Census Tract 127","Census Tract 127, Barnstable County, Massachusetts","ma","140","00","ACSSF","0000937",,,,,"25","001",,,,"012700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1917,1589,328
"25001012800","14000US25001012800","Census Tract 128","Census Tract 128, Barnstable County, Massachusetts","ma","140","00","ACSSF","0000938",,,,,"25","001",,,,"012800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1715,1441,274
"25001012900","14000US25001012900","Census Tract 129","Census Tract 129, Barnstable County, Massachusetts","ma","140","00","ACSSF","0000939",,,,,"25","001",,,,"012900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1635,1535,100
"25001013002","14000US25001013002","Census Tract 130.02","Census Tract 130.02, Barnstable County, Massachusetts","ma","140","00","ACSSF","0000940",,,,,"25","001",,,,"013002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1223,1021,202
"25001013100","14000US25001013100","Census Tract 131","Census Tract 131, Barnstable County, Massachusetts","ma","140","00","ACSSF","0000941",,,,,"25","001",,,,"013100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2265,2017,248
"25001013200","14000US25001013200","Census Tract 132","Census Tract 132, Barnstable County, Massachusetts","ma","140","00","ACSSF","0000942",,,,,"25","001",,,,"013200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1977,1823,154
"25001013300","14000US25001013300","Census Tract 133","Census Tract 133, Barnstable County, Massachusetts","ma","140","00","ACSSF","0000943",,,,,"25","001",,,,"013300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1338,1071,267
"25001013400","14000US25001013400","Census Tract 134","Census Tract 134, Barnstable County, Massachusetts","ma","140","00","ACSSF","0000944",,,,,"25","001",,,,"013400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1489,1437,52
"25001013500","14000US25001013500","Census Tract 135","Census Tract 135, Barnstable County, Massachusetts","ma","140","00","ACSSF","0000945",,,,,"25","001",,,,"013500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2741,2643,98
"25001013600","14000US25001013600","Census Tract 136","Census Tract 136, Barnstable County, Massachusetts","ma","140","00","ACSSF","0000946",,,,,"25","001",,,,"013600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2250,1956,294
"25001013700","14000US25001013700","Census Tract 137","Census Tract 137, Barnstable County, Massachusetts","ma","140","00","ACSSF","0000947",,,,,"25","001",,,,"013700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1897,1373,524
"25001013800","14000US25001013800","Census Tract 138","Census Tract 138, Barnstable County, Massachusetts","ma","140","00","ACSSF","0000948",,,,,"25","001",,,,"013800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2065,1560,505
"25001013900","14000US25001013900","Census Tract 139","Census Tract 139, Barnstable County, Massachusetts","ma","140","00","ACSSF","0000949",,,,,"25","001",,,,"013900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2227,1766,461
"25001014002","14000US25001014002","Census Tract 140.02","Census Tract 140.02, Barnstable County, Massachusetts","ma","140","00","ACSSF","0000950",,,,,"25","001",,,,"014002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2109,1521,588
"25001014100","14000US25001014100","Census Tract 141","Census Tract 141, Barnstable County, Massachusetts","ma","140","00","ACSSF","0000951",,,,,"25","001",,,,"014100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313,16,297
"25001014300","14000US25001014300","Census Tract 143","Census Tract 143, Barnstable County, Massachusetts","ma","140","00","ACSSF","0000952",,,,,"25","001",,,,"014300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1757,1519,238
"25001014402","14000US25001014402","Census Tract 144.02","Census Tract 144.02, Barnstable County, Massachusetts","ma","140","00","ACSSF","0000953",,,,,"25","001",,,,"014402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2559,2299,260
"25001014500","14000US25001014500","Census Tract 145","Census Tract 145, Barnstable County, Massachusetts","ma","140","00","ACSSF","0000954",,,,,"25","001",,,,"014500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2169,1871,298
"25001014600","14000US25001014600","Census Tract 146","Census Tract 146, Barnstable County, Massachusetts","ma","140","00","ACSSF","0000955",,,,,"25","001",,,,"014600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1975,1498,477
"25001014700","14000US25001014700","Census Tract 147","Census Tract 147, Barnstable County, Massachusetts","ma","140","00","ACSSF","0000956",,,,,"25","001",,,,"014700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1618,1266,352
"25001014800","14000US25001014800","Census Tract 148","Census Tract 148, Barnstable County, Massachusetts","ma","140","00","ACSSF","0000957",,,,,"25","001",,,,"014800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978,997,981
"25001014900","14000US25001014900","Census Tract 149","Census Tract 149, Barnstable County, Massachusetts","ma","140","00","ACSSF","0000958",,,,,"25","001",,,,"014900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1765,1314,451
"25001015001","14000US25001015001","Census Tract 150.01","Census Tract 150.01, Barnstable County, Massachusetts","ma","140","00","ACSSF","0000959",,,,,"25","001",,,,"015001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1789,1531,258
"25001015002","14000US25001015002","Census Tract 150.02","Census Tract 150.02, Barnstable County, Massachusetts","ma","140","00","ACSSF","0000960",,,,,"25","001",,,,"015002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1885,1585,300
"25001015100","14000US25001015100","Census Tract 151","Census Tract 151, Barnstable County, Massachusetts","ma","140","00","ACSSF","0000961",,,,,"25","001",,,,"015100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1646,1468,178
"25001015200","14000US25001015200","Census Tract 152","Census Tract 152, Barnstable County, Massachusetts","ma","140","00","ACSSF","0000962",,,,,"25","001",,,,"015200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1040,924,116
"25001015300","14000US25001015300","Census Tract 153","Census Tract 153, Barnstable County, Massachusetts","ma","140","00","ACSSF","0000963",,,,,"25","001",,,,"015300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1555,350,1205
"25001990000","14000US25001990000","Census Tract 9900","Census Tract 9900, Barnstable County, Massachusetts","ma","140","00","ACSSF","0000964",,,,,"25","001",,,,"990000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
"25003900100","14000US25003900100","Census Tract 9001","Census Tract 9001, Berkshire County, Massachusetts","ma","140","00","ACSSF","0000965",,,,,"25","003",,,,"900100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1909,137,1772
"25003900200","14000US25003900200","Census Tract 9002","Census Tract 9002, Berkshire County, Massachusetts","ma","140","00","ACSSF","0000966",,,,,"25","003",,,,"900200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1977,517,1460
"25003900300","14000US25003900300","Census Tract 9003","Census Tract 9003, Berkshire County, Massachusetts","ma","140","00","ACSSF","0000967",,,,,"25","003",,,,"900300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,793,407
"25003900400","14000US25003900400","Census Tract 9004","Census Tract 9004, Berkshire County, Massachusetts","ma","140","00","ACSSF","0000968",,,,,"25","003",,,,"900400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2171,1385,786
"25003900500","14000US25003900500","Census Tract 9005","Census Tract 9005, Berkshire County, Massachusetts","ma","140","00","ACSSF","0000969",,,,,"25","003",,,,"900500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1387,1189,198
"25003900600","14000US25003900600","Census Tract 9006","Census Tract 9006, Berkshire County, Massachusetts","ma","140","00","ACSSF","0000970",,,,,"25","003",,,,"900600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1471,649,822
"25003900700","14000US25003900700","Census Tract 9007","Census Tract 9007, Berkshire County, Massachusetts","ma","140","00","ACSSF","0000971",,,,,"25","003",,,,"900700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1164,965,199
"25003900800","14000US25003900800","Census Tract 9008","Census Tract 9008, Berkshire County, Massachusetts","ma","140","00","ACSSF","0000972",,,,,"25","003",,,,"900800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2109,1972,137
"25003900900","14000US25003900900","Census Tract 9009","Census Tract 9009, Berkshire County, Massachusetts","ma","140","00","ACSSF","0000973",,,,,"25","003",,,,"900900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2078,1333,745
"25003901100","14000US25003901100","Census Tract 9011","Census Tract 9011, Berkshire County, Massachusetts","ma","140","00","ACSSF","0000974",,,,,"25","003",,,,"901100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1710,1274,436
"25003911100","14000US25003911100","Census Tract 9111","Census Tract 9111, Berkshire County, Massachusetts","ma","140","00","ACSSF","0000975",,,,,"25","003",,,,"911100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255,1073,182
"25003912100","14000US25003912100","Census Tract 9121","Census Tract 9121, Berkshire County, Massachusetts","ma","140","00","ACSSF","0000976",,,,,"25","003",,,,"912100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3034,2286,748
"25003913100","14000US25003913100","Census Tract 9131","Census Tract 9131, Berkshire County, Massachusetts","ma","140","00","ACSSF","0000977",,,,,"25","003",,,,"913100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2278,1493,785
"25003914100","14000US25003914100","Census Tract 9141","Census Tract 9141, Berkshire County, Massachusetts","ma","140","00","ACSSF","0000978",,,,,"25","003",,,,"914100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2243,1548,695
"25003920101","14000US25003920101","Census Tract 9201.01","Census Tract 9201.01, Berkshire County, Massachusetts","ma","140","00","ACSSF","0000979",,,,,"25","003",,,,"920101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1101,399
"25003920102","14000US25003920102","Census Tract 9201.02","Census Tract 9201.02, Berkshire County, Massachusetts","ma","140","00","ACSSF","0000980",,,,,"25","003",,,,"920102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,775,564,211
"25003921300","14000US25003921300","Census Tract 9213","Census Tract 9213, Berkshire County, Massachusetts","ma","140","00","ACSSF","0000981",,,,,"25","003",,,,"921300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1962,1048,914
"25003921400","14000US25003921400","Census Tract 9214","Census Tract 9214, Berkshire County, Massachusetts","ma","140","00","ACSSF","0000982",,,,,"25","003",,,,"921400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,684,425,259
"25003921500","14000US25003921500","Census Tract 9215","Census Tract 9215, Berkshire County, Massachusetts","ma","140","00","ACSSF","0000983",,,,,"25","003",,,,"921500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1202,784,418
"25003922100","14000US25003922100","Census Tract 9221","Census Tract 9221, Berkshire County, Massachusetts","ma","140","00","ACSSF","0000984",,,,,"25","003",,,,"922100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1291,614,677
"25003922200","14000US25003922200","Census Tract 9222","Census Tract 9222, Berkshire County, Massachusetts","ma","140","00","ACSSF","0000985",,,,,"25","003",,,,"922200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1608,1003,605
"25003922300","14000US25003922300","Census Tract 9223","Census Tract 9223, Berkshire County, Massachusetts","ma","140","00","ACSSF","0000986",,,,,"25","003",,,,"922300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850,647,203
"25003923100","14000US25003923100","Census Tract 9231","Census Tract 9231, Berkshire County, Massachusetts","ma","140","00","ACSSF","0000987",,,,,"25","003",,,,"923100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1473,1206,267
"25003924100","14000US25003924100","Census Tract 9241","Census Tract 9241, Berkshire County, Massachusetts","ma","140","00","ACSSF","0000988",,,,,"25","003",,,,"924100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,847,546,301
"25003925100","14000US25003925100","Census Tract 9251","Census Tract 9251, Berkshire County, Massachusetts","ma","140","00","ACSSF","0000989",,,,,"25","003",,,,"925100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2813,1916,897
"25003926100","14000US25003926100","Census Tract 9261","Census Tract 9261, Berkshire County, Massachusetts","ma","140","00","ACSSF","0000990",,,,,"25","003",,,,"926100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1384,1165,219
"25003931100","14000US25003931100","Census Tract 9311","Census Tract 9311, Berkshire County, Massachusetts","ma","140","00","ACSSF","0000991",,,,,"25","003",,,,"931100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,709,653,56
"25003931300","14000US25003931300","Census Tract 9313","Census Tract 9313, Berkshire County, Massachusetts","ma","140","00","ACSSF","0000992",,,,,"25","003",,,,"931300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,607,542,65
"25003931400","14000US25003931400","Census Tract 9314","Census Tract 9314, Berkshire County, Massachusetts","ma","140","00","ACSSF","0000993",,,,,"25","003",,,,"931400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,715,691,24
"25003932200","14000US25003932200","Census Tract 9322","Census Tract 9322, Berkshire County, Massachusetts","ma","140","00","ACSSF","0000994",,,,,"25","003",,,,"932200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1067,986,81
"25003932300","14000US25003932300","Census Tract 9323","Census Tract 9323, Berkshire County, Massachusetts","ma","140","00","ACSSF","0000995",,,,,"25","003",,,,"932300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,798,618,180
"25003933200","14000US25003933200","Census Tract 9332","Census Tract 9332, Berkshire County, Massachusetts","ma","140","00","ACSSF","0000996",,,,,"25","003",,,,"933200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552,485,67
"25003933300","14000US25003933300","Census Tract 9333","Census Tract 9333, Berkshire County, Massachusetts","ma","140","00","ACSSF","0000997",,,,,"25","003",,,,"933300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,683,602,81
"25003933400","14000US25003933400","Census Tract 9334","Census Tract 9334, Berkshire County, Massachusetts","ma","140","00","ACSSF","0000998",,,,,"25","003",,,,"933400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1044,943,101
"25003934200","14000US25003934200","Census Tract 9342","Census Tract 9342, Berkshire County, Massachusetts","ma","140","00","ACSSF","0000999",,,,,"25","003",,,,"934200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461,400,61
"25003934300","14000US25003934300","Census Tract 9343","Census Tract 9343, Berkshire County, Massachusetts","ma","140","00","ACSSF","0001000",,,,,"25","003",,,,"934300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,898,781,117
"25003935100","14000US25003935100","Census Tract 9351","Census Tract 9351, Berkshire County, Massachusetts","ma","140","00","ACSSF","0001001",,,,,"25","003",,,,"935100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1042,932,110
"25003935200","14000US25003935200","Census Tract 9352","Census Tract 9352, Berkshire County, Massachusetts","ma","140","00","ACSSF","0001002",,,,,"25","003",,,,"935200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2142,1721,421
"25003935300","14000US25003935300","Census Tract 9353","Census Tract 9353, Berkshire County, Massachusetts","ma","140","00","ACSSF","0001003",,,,,"25","003",,,,"935300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1720,941,779
"25005600100","14000US25005600100","Census Tract 6001","Census Tract 6001, Bristol County, Massachusetts","ma","140","00","ACSSF","0001004",,,,,"25","005",,,,"600100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1618,890,728
"25005600202","14000US25005600202","Census Tract 6002.02","Census Tract 6002.02, Bristol County, Massachusetts","ma","140","00","ACSSF","0001005",,,,,"25","005",,,,"600202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2059,1634,425
"25005600203","14000US25005600203","Census Tract 6002.03","Census Tract 6002.03, Bristol County, Massachusetts","ma","140","00","ACSSF","0001006",,,,,"25","005",,,,"600203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2033,1903,130
"25005600204","14000US25005600204","Census Tract 6002.04","Census Tract 6002.04, Bristol County, Massachusetts","ma","140","00","ACSSF","0001007",,,,,"25","005",,,,"600204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1363,1131,232
"25005610100","14000US25005610100","Census Tract 6101","Census Tract 6101, Bristol County, Massachusetts","ma","140","00","ACSSF","0001008",,,,,"25","005",,,,"610100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2278,1352,926
"25005610202","14000US25005610202","Census Tract 6102.02","Census Tract 6102.02, Bristol County, Massachusetts","ma","140","00","ACSSF","0001009",,,,,"25","005",,,,"610202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1914,1599,315
"25005610203","14000US25005610203","Census Tract 6102.03","Census Tract 6102.03, Bristol County, Massachusetts","ma","140","00","ACSSF","0001010",,,,,"25","005",,,,"610203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2354,2048,306
"25005610204","14000US25005610204","Census Tract 6102.04","Census Tract 6102.04, Bristol County, Massachusetts","ma","140","00","ACSSF","0001011",,,,,"25","005",,,,"610204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2104,1272,832
"25005611101","14000US25005611101","Census Tract 6111.01","Census Tract 6111.01, Bristol County, Massachusetts","ma","140","00","ACSSF","0001012",,,,,"25","005",,,,"611101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1833,1502,331
